gp_id,go_annotations,go_term,go_definitions,Obsolete,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match
GO:0005791,35,rough endoplasmic reticulum,"The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae.",FALSE,GO:0005783,cellular_component,16,16745,rough endoplasmic reticulum,GO:0005791,1
GO:0031941,33,filamentous actin,"A two-stranded helical polymer of the protein actin.|Note that this term refers only to the actin portion of a microfilament, and does not encompass associated proteins. See also the cellular component term 'actin filament ; GO:0005884'.",FALSE,GO:0005884|GO:0032991,cellular_component,9,16302,actin filament,GO:0005884,0
GO:1990904,206,ribonucleoprotein complex,A macromolecular complex that contains both RNA and protein molecules.,FALSE,GO:0032991,cellular_component,72,15971,ribonucleoprotein complex,GO:0030529,0
GO:0032059,9,bleb,"A cell extension caused by localized decoupling of the cytoskeleton from the plasma membrane and characterized by rapid formation, rounded shape, and scarcity of organelles within the protrusion. Blebs are formed during apoptosis and other cellular processes, including cell locomotion, cell division, and as a result of physical or chemical stresses.",FALSE,GO:0120025,cellular_component,0,13868,bleb,GO:0032059,1
GO:0005769,439,early endosome,A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways.,FALSE,GO:0005768,cellular_component,33,13725,early endosome,GO:0005769,1
GO:0001725,112,stress fiber,"A contractile actin filament bundle that consists of short actin filaments with alternating polarity, cross-linked by alpha-actinin and possibly other actin bundling proteins, and with myosin present in a periodic distribution along the fiber.",FALSE,GO:0097517|GO:0042641,cellular_component,40,13566,stress fiber,GO:0001725,1
GO:0001772,57,immunological synapse,"An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction.",FALSE,GO:0110165|GO:0005886,cellular_component,45,13247,immunological synapse,GO:0001772,1
GO:0030054,459,cell junction,"A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella.",FALSE,GO:0110165,cellular_component,226,12990,cell junction,GO:0030054,1
GO:0016363,140,nuclear matrix,The dense fibrillar network lying on the inner side of the nuclear membrane.,FALSE,GO:0110165|GO:0034399,cellular_component,23,12678,nuclear matrix,GO:0016363,1
GO:0005579,19,membrane attack complex,A protein complex produced by sequentially activated components of the complement cascade inserted into a target cell membrane and forming a pore leading to cell lysis via ion and water flow.,FALSE,GO:0098797|GO:0046930,cellular_component,19,12538,membrane attack complex,GO:0005579,1
GO:0045211,208,postsynaptic membrane,A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane.,FALSE,GO:0098794|GO:0097060,cellular_component,102,12442,postsynaptic membrane,GO:0045211,1
GO:0005770,210,late endosome,"A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center.",FALSE,GO:0005768,cellular_component,24,12436,late endosome,GO:0005770,1
GO:0005680,82,anaphase-promoting complex,"A ubiquitin ligase complex that degrades mitotic cyclins and anaphase inhibitory protein, thereby triggering sister chromatid separation and exit from mitosis. Substrate recognition by APC occurs through degradation signals, the most common of which is termed the Dbox degradation motif, originally discovered in cyclin B.|Note that the synonym 'APC' should not be confused with the abbreviation for the adenomatous polyposis coli gene and protein.",FALSE,GO:0031461|GO:0000152,cellular_component,14,12315,anaphase-promoting complex,GO:0005680,1
GO:0005938,187,cell cortex,"The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins.",FALSE,GO:0071944|GO:0005737,cellular_component,38,11980,cell cortex,GO:0005938,1
GO:0045254,25,pyruvate dehydrogenase complex,"A multi-enzyme complex that catalyzes the oxidative decarboxylation of pyruvate to form acetyl-CoA. The complex comprises multiple copies of three enzymes referred to as E1, E2 and E3: pyruvate dehydrogenase (E1, which may be a homodimer or a heterotetramer of two alpha and two beta subunits, depending on species), dihydrolipoamide S-acetyltransferase (E2), and dihydrolipoamide dehydrogenase (E3). Additional proteins may also be present.|The catalytic activities of the individual components of this complex are represented by the molecular function terms 'pyruvate dehydrogenase (acetyl-transferring) activity ; GO:0004739' (E1), 'dihydrolipoyllysine-residue acetyltransferase activity ; GO:0004742' (E2), and 'dihydrolipoyl dehydrogenase activity ; GO:0004148' (E3). The overall catalytic activity of the complex is represented by the molecular function term 'pyruvate dehydrogenase (NAD+) activity ; GO:0034604'.",FALSE,GO:0045240,cellular_component,10,11960,pyruvate dehydrogenase complex,GO:0005967,0
GO:0005789,2484,endoplasmic reticulum membrane,The lipid bilayer surrounding the endoplasmic reticulum.,FALSE,GO:0098827|GO:0042175|GO:0031090,cellular_component,121,11569,endoplasmic reticulum membrane,GO:0005789,1
GO:0015630,331,microtubule cytoskeleton,The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins.,FALSE,GO:0005856,cellular_component,117,11108,microtubule cytoskeleton,GO:0015630,1
GO:0000922,163,spindle pole,"Either of the ends of a spindle, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules.",FALSE,GO:0110165|GO:0005819,cellular_component,49,11023,spindle pole,GO:0000922,1
GO:0005771,46,multivesicular body,A type of endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm.,FALSE,GO:0005770,cellular_component,7,10918,multivesicular body,GO:0005771,1
GO:0043293,6,apoptosome,A multisubunit protein complex involved in the signaling phase of the apoptotic process. In mammals it is typically composed of seven Apaf-1 subunits bound to cytochrome c and caspase-9. A similar complex to promote apoptosis is formed from homologous gene products in other eukaryotic organisms.,FALSE,GO:0005829|GO:0032991,cellular_component,0,10821,apoptosome,GO:0043293,1
GO:0030849,4,autosome,Any chromosome other than a sex chromosome.|Note that this term is mainly relevant in organisms that have both sex chromosomes and non-sex-determining chromosomes in an individual organism.,FALSE,GO:0005694,cellular_component,2,10723,no appropriate match,GO:0000000,0
GO:0098803,12,respiratory chain complex,Any protein complex that is part of a respiratory chain.,FALSE,GO:0098796|GO:0032991|GO:0070469,cellular_component,35,10721,respiratory chain complex,GO:0098803,1
GO:0030016,39,myofibril,"The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism.",FALSE,GO:0043292,cellular_component,92,10697,myofibril,GO:0030016,1
GO:0036379,1,myofilament,Any of the smallest contractile units of a myofibril (striated muscle fiber).,FALSE,GO:0110165|GO:0030016,cellular_component,8,10667,myofilament,GO:0030016,0
GO:0032993,48,protein-DNA complex,"A macromolecular complex containing both protein and DNA molecules.|Note that this term is intended to classify complexes that have DNA as one of the members of the complex, that is, the complex does not exist if DNA is not present. Protein complexes that interact with DNA e.g. transcription factor complexes should not be classified here.",FALSE,GO:0032991,cellular_component,58,10488,protein-DNA complex,GO:0032993,1
GO:0034399,23,nuclear periphery,The portion of the nuclear lumen proximal to the inner nuclear membrane.,FALSE,GO:0031981|GO:0110165,cellular_component,14,10319,nuclear periphery,GO:0034399,1
GO:0005652,21,nuclear lamina,"The fibrous, electron-dense layer lying on the nucleoplasmic side of the inner membrane of a cell nucleus, composed of lamin filaments. The polypeptides of the lamina are thought to be concerned in the dissolution of the nuclear envelope and its re-formation during mitosis. The lamina is composed of lamin A and lamin C filaments cross-linked into an orthogonal lattice, which is attached via lamin B to the inner nuclear membrane through interactions with a lamin B receptor, an IFAP, in the membrane.",FALSE,GO:0110165|GO:0034399,cellular_component,6,10283,nuclear lamina,GO:0005652,1
