hpo_id,hpo_term,hpo_parent,hpo_term_pmc,hpo_annotations,hpo_id_pmc,normalized_term,normalized_id,hpo_match
HP:0007313,Cerebral degeneration,HP:0007369,266251,3,3,Cerebral atrophy,HP:0002059,0
HP:0033567,Right axis deviation,HP:0033566,264085,3,0,Right axis deviation,HP:0011663,0
HP:0100834,Neoplasm of the large intestine,HP:0007378|HP:0002250,263434,1,3,Colonic neoplasm,HP:0100722,0
HP:0000089,Renal hypoplasia,HP:0008678,263050,129,12,Renal hypoplasia,HP:0000089,1
HP:0006562,Viral hepatitis,HP:0012115,261076,9,1,Viral hepatitis,HP:0006570,0
HP:0012337,Abnormal homeostasis,HP:0001939,260367,0,1,Abnormal homeostasis,HP:0011016,0
HP:0008314,Decreased activity of mitochondrial complex II,HP:0008972,260292,18,0,Succinate dehydrogenase deficiency,HP:0004901,0
HP:0032618,Renal necrosis,HP:0012210,260262,0,0,Renal cortical necrosis,HP:0001915,0
HP:0000488,Retinopathy,HP:0000479,259622,79,5,Retinopathy,HP:0000488,1
HP:0020110,Bone fracture,HP:0011842,259578,8,0,Fracture of a long bone,HP:0003084,0
HP:0200029,Vasculitis in the skin,HP:0034784|HP:0011276,258841,14,0,Cutaneous vasculitis,HP:0002633,0
HP:0034057,Fetal anomaly,HP:0001197,258729,0,1,Abnormality of the fetal development,HP:0010964,0
HP:0032341,Reduced forced vital capacity,HP:0030878,258722,30,0,Reduced forced vital capacity,HP:0005956,0
HP:0002792,Reduced vital capacity,HP:0030878,258662,21,0,Decreased vital capacity,HP:0005958,0
HP:0002376,Developmental regression,HP:0012759,258657,350,74,Developmental regression,HP:0002376,1
HP:0020059,Increased red blood cell count,HP:0020058,257553,3,1,Erythrocytosis,HP:0001901,0
HP:0004880,Respiratory infections in early life,HP:0002205,257548,1,1,Recurrent respiratory infections,HP:0002205,0
HP:0006274,Reduced pancreatic beta cells,HP:0006476,257236,2,0,Decreased pancreatic beta cell mass,HP:0000832,0
HP:0020126,Prostate mass,HP:0008775,257165,0,0,Abnormality of the prostate,HP:0100787,0
HP:0003819,Death in childhood,HP:0011420,256719,141,1,Death in childhood,HP:0011420,0
HP:5200003,Excessive interest in others,HP:5200020,256341,0,0,no appropriate match,HP:0000000,0
HP:0100753,Schizophrenia,HP:0025783,256247,53,5,Schizophrenia,HP:0100753,1
HP:0002835,Aspiration,HP:0002795,254296,32,3,Aspiration,HP:0001401,0
HP:0002740,Recurrent E. coli infections,HP:0005420,254208,4,1,Recurrent bacterial infections,HP:0002719,0
HP:0000321,Square face,HP:0001999,253806,20,2,Square face,HP:0011334,0
HP:0009381,Short finger,HP:0011927|HP:0006265|HP:0005922,252832,62,5,Short fingers,HP:0009381,1
HP:0001171,Split hand,HP:0100257|HP:0005922,252343,95,5,Split hand,HP:0011171,0
HP:0002098,Respiratory distress,HP:0002094,251465,262,8,Respiratory distress,HP:0002098,1
HP:0011461,Fetal onset,HP:0030674,249572,113,0,Fetal onset,HP:0003577,0
HP:0008187,Absence of secondary sex characteristics,HP:0008373,249334,18,2,Delayed puberty,HP:0000823,0
HP:0011276,Vascular skin abnormality,HP:0002597|HP:0011354,247690,17,1,Abnormality of skin vasculature,HP:0100864,0
HP:0030833,Neck pain,HP:0046506,246490,19,3,Neck pain,HP:0012531,0
HP:0010702,Increased circulating antibody concentration,HP:0010701,246157,53,0,Increased circulating antibody level,HP:0010702,1
HP:0002958,Immune dysregulation,HP:0010978,245380,10,1,Abnormality of immune system physiology,HP:0010978,0
HP:0034879,Ovarian mass,HP:0031065,245007,0,0,Ovarian cyst,HP:0000138,0
HP:0200119,Acute hepatitis,HP:0012115,244761,4,0,Acute hepatitis,HP:0002910,0
HP:5200227,Thought blocking,HP:5200419,242090,0,0,Thought blocking,HP:0031459,0
HP:0040184,Oral bleeding,HP:0031815,242083,3,1,Oral bleeding,HP:0006201,0
HP:0005435,Impaired T cell function,HP:0011840,239977,13,0,Abnormal T cell physiology,HP:0011840,0
HP:0005162,Abnormal left ventricular function,HP:0030872,239848,27,0,Abnormality of the left ventricular function,HP:0011100,0
HP:0032554,Absent pulse,HP:0032552,239748,2,0,Absent pulse,HP:0032434,0
HP:0040063,Decreased adipose tissue,HP:0009124,239567,0,0,Generalized lipodystrophy,HP:0009082,0
HP:6001016,Inappropriate normal or low erythropoietin,HP:0034442,239383,0,0,Inappropriately low serum erythropoietin,HP:0005648,0
HP:0003198,Myopathy,HP:0011805,238981,209,7,Myopathy,HP:0003198,1
HP:0032101,Unusual infection,HP:0010978,238577,1,5,Recurrent infections,HP:0002719,0
HP:0020219,Motor seizure,HP:0001250,237323,1,1,Motor seizure,HP:0007340,0
HP:0033348,Epileptic aura,HP:0032679,237075,0,1,Epileptic aura,HP:0032808,0
HP:0002206,Pulmonary fibrosis,HP:0006530,236439,83,7,Pulmonary fibrosis,HP:0002206,1
HP:0001787,Abnormal delivery,HP:0001197,236145,2,1,Abnormality of delivery,HP:0030960,0
HP:0025783,Diagnostic behavioral phenotype,HP:0000708,236113,0,0,no appropriate match,HP:0000000,0
HP:0001944,Dehydration,HP:0011032,235978,103,13,Dehydration,HP:0001944,1
HP:0001833,Long foot,HP:0001760,235484,43,2,Long foot,HP:0001833,1
HP:0002672,Gastrointestinal carcinoma,HP:0006749,235325,9,1,Gastrointestinal neoplasm,HP:0100753,0
HP:0001699,Sudden death,HP:0025142,234679,23,4,Sudden death,HP:0001699,1
HP:0025666,Very preterm birth,HP:0001622,234151,0,0,Premature birth,HP:0001622,0
HP:0033678,Acute coronary syndrome,HP:0011025,233907,0,0,Acute coronary syndrome,HP:0001677,0
HP:0031164,Growth arrest lines,HP:0031367,233282,1,0,Metaphyseal growth arrest lines,HP:0000944,0
HP:0000958,Dry skin,HP:0011121,232882,203,9,Xerosis,HP:0000958,1
HP:0032536,Increased number of lymph nodes,HP:0002733,231977,0,0,Lymphadenopathy,HP:0002716,0
HP:0006673,Reduced systolic function,HP:0011025,231898,9,1,Decreased systolic function,HP:0003703,0
HP:0011675,Arrhythmia,HP:0030956,231393,209,13,Arrhythmia,HP:0011675,1
HP:0011804,Abnormal muscle physiology,HP:0003011,231154,2,2,Abnormal muscle physiology,HP:0011804,1
HP:0001695,Cardiac arrest,HP:0011675,230624,52,6,Cardiac arrest,HP:0001695,1
HP:0006749,Malignant gastrointestinal tract tumors,HP:0007378,229299,1,7,Gastrointestinal tract neoplasm,HP:0100754,0
HP:0011797,Papillary renal cell carcinoma type 1,HP:0006766,228416,0,1,no appropriate match,HP:0000000,0
HP:0100742,Vascular neoplasm,HP:0002597|HP:0011793,228386,1,1,Vascular neoplasm,HP:0100763,0
HP:0006732,Papillary renal cell carcinoma type 2,HP:0006766,228033,1,2,no appropriate match,HP:0000000,0
HP:0012324,Myeloid leukemia,HP:0001909,226816,8,1,Myeloid leukemia,HP:0006707,0
HP:0004302,Functional motor deficit,HP:0011804,225596,61,0,Motor dysfunction,HP:0004305,0
HP:0011953,Pulmonary lymphoma,HP:0100526|HP:0002665,225254,0,0,no appropriate match,HP:0000000,0
HP:0011421,Death in adolescence,HP:0011420,224637,22,0,Death in adolescence,HP:0011420,0
HP:0007359,Focal-onset seizure,HP:0001250,223778,170,17,Focal-onset seizure,HP:0007359,1
HP:0033052,Non-epileptic seizure,HP:0000708,223617,1,1,Psychogenic non-epileptic seizures,HP:0032261,0
HP:0030448,Soft tissue sarcoma,HP:0100242,223165,2,3,no appropriate match,HP:0000000,0
HP:0100242,Sarcoma,HP:0011792,223152,19,3,no appropriate match,HP:0000000,0
HP:0012475,Decreased circulating level of specific antibody,HP:0004313|HP:0031404,223013,0,0,Decreased circulating specific antibody level,HP:0012633,0
HP:0002197,Generalized-onset seizure,HP:0001250,222830,102,12,Generalized-onset seizure,HP:0002069,0
HP:0030163,Abnormal vascular physiology,HP:0002597|HP:0011025,222762,0,5,Abnormality of vascular physiology,HP:0011025,0
HP:0032792,Tonic seizure,HP:0020219,222430,84,2,Tonic seizure,HP:0010829,0
HP:0002583,Colitis,HP:0002037,221918,39,2,Colitis,HP:0002583,1
HP:0003074,Hyperglycemia,HP:0011015,220552,60,3,Hyperglycemia,HP:0003074,1
HP:0020221,Clonic seizure,HP:0020219,220073,28,0,Clonic seizure,HP:0021198,0
HP:0002094,Dyspnea,HP:0002793,219874,253,8,Dyspnea,HP:0002094,1
HP:0025792,Abnormal cognitive process,HP:0011446,219348,0,0,Abnormality of cognition,HP:0100543,0
HP:0002069,Bilateral tonic-clonic seizure,HP:0001250,218985,383,9,Generalized tonic-clonic seizure,HP:0002069,1
HP:0032794,Myoclonic seizure,HP:0020219,218900,134,5,Myoclonic seizures,HP:0002123,0
HP:0002384,Focal impaired awareness seizure,HP:0011146|HP:0007359,218840,128,8,Focal impaired awareness seizure,HP:0011153,0
HP:0011163,Focal sensory seizure with somatosensory features,HP:0011157,218757,2,0,Focal sensory seizure with somatosensory features,HP:0011153,0
HP:0003454,Platelet antibody positive,HP:0030057,218732,3,0,Platelet autoantibodies,HP:0020041,0
HP:0011161,Focal sensory seizure with olfactory features,HP:0011157|HP:0033693,218620,3,0,Olfactory aura,HP:0032808,0
HP:0010819,Atonic seizure,HP:0020219,218505,83,0,Atonic seizures,HP:0010819,1
HP:0012514,Lower limb pain,HP:0009763,218285,27,1,Limb pain,HP:0030838,0
HP:0030692,Brain neoplasm,HP:0012443|HP:0100006,218169,10,1,Neoplasm of the brain,HP:0100526,0
HP:0009733,Glioma,HP:0030063|HP:0100836|HP:0100705,218053,8,4,Glioma,HP:0009733,1
HP:0033041,Cytokine storm,HP:0011113,217705,0,0,Cytokine storm,HP:0034153,0
HP:0033655,Pulmonary cavity,HP:0031983,217700,0,1,Pulmonary cavitary lesion,HP:0030871,0
HP:0040276,Adenocarcinoma of the colon,HP:0040275|HP:0100273,217330,9,0,Colon adenocarcinoma,HP:0003003,0
HP:0000144,Decreased fertility,HP:0000080,216593,39,1,Infertility,HP:0000789,0
HP:0033688,Long term memory impairment,HP:0002354,215402,0,1,Impaired long-term memory,HP:0012736,0
HP:0008069,Neoplasm of the skin,HP:0011793|HP:0000951,215371,46,2,Neoplasm of the skin,HP:0100243,0
HP:0009058,Increased muscle lipid content,HP:0034370,215014,11,11,Increased intramyocellular lipid droplets,HP:0012240,0
HP:0003282,Low alkaline phosphatase,HP:0004379,214910,10,0,Low alkaline phosphatase,HP:0004333,0
HP:0007378,Neoplasm of the gastrointestinal tract,HP:0034930|HP:0011024,213817,8,3,Gastrointestinal neoplasm,HP:0100754,0
HP:0012126,Stomach cancer,HP:0006753,213480,15,2,Gastric cancer,HP:0012126,1
HP:0000831,Insulin-resistant diabetes mellitus,HP:0000855|HP:0000819,213463,32,2,Insulin resistance,HP:0000855,0
HP:0002017,Nausea and vomiting,HP:0011458,213351,145,0,Nausea and vomiting,HP:0002017,1
HP:0005968,Temperature instability,HP:0004370,212817,23,1,Temperature instability,HP:0002047,0
HP:0030059,Mitochondrial depletion,HP:0003287,212588,2,0,Decreased mitochondrial DNA content,HP:0009806,0
HP:0011949,Acute infectious pneumonia,HP:0002090,210871,8,1,Pneumonia,HP:0002090,0
HP:0001638,Cardiomyopathy,HP:0001637,210182,202,16,Cardiomyopathy,HP:0001638,1
HP:0033529,Abnormal cardiac index,HP:0033528,209773,0,0,Abnormal cardiac output,HP:0030957,0
HP:0002059,Cerebral atrophy,HP:0007369,209263,399,13,Cerebral atrophy,HP:0100294,0
HP:0008887,Adipose tissue loss,HP:0040063,208932,5,1,Generalized lipodystrophy,HP:0009125,0
HP:0025169,Left ventricular systolic dysfunction,HP:0005162,208282,15,0,Left ventricular systolic dysfunction,HP:0005162,0
HP:0025168,Left ventricular diastolic dysfunction,HP:0005162,208273,9,0,Left ventricular diastolic dysfunction,HP:0005160,0
HP:0025732,Abnormal social development,HP:0012433,207985,0,0,Abnormal social behavior,HP:0000735,0
HP:0002060,Abnormal cerebral morphology,HP:0100547,207090,8,4,Abnormality of the cerebral cortex,HP:0002538,0
HP:0031493,Glandular cell neoplasm,HP:0031492,206267,0,0,no appropriate match,HP:0000000,0
HP:0012174,Glioblastoma multiforme,HP:0009733,206231,12,0,Glioblastoma,HP:0009735,0
HP:0002370,Poor coordination,HP:0002311,206061,40,1,Ataxia,HP:0001251,0
HP:0430115,Cervical hypoplasia,HP:0430114,205619,0,0,Uterine cervical hypoplasia,HP:0008662,0
HP:0500165,Abnormal blood oxygen level,HP:0012415,204958,0,1,Abnormal blood gas level,HP:0012418,0
HP:0031865,Abnormal liver physiology,HP:0001392,204844,1,0,Abnormality of liver physiology,HP:0012580,0
HP:0002671,Basal cell carcinoma,HP:0008069,204135,57,1,Basal cell carcinoma,HP:0002671,1
HP:0002028,Chronic diarrhea,HP:0002014,203968,134,3,Chronic diarrhea,HP:0002028,1
HP:0030760,Renal fibrosis,HP:0012210,203265,2,0,Renal fibrosis,HP:0005576,0
HP:0030008,Cervical agenesis,HP:0430114,202497,0,1,Uterine cervical agenesis,HP:0000008,0
HP:0006725,Pancreatic adenocarcinoma,HP:0002894,202239,19,6,Pancreatic adenocarcinoma,HP:0006726,0
HP:0034249,Severe influenza infection,HP:0031691,201865,2,1,no appropriate match,HP:0000000,0
HP:0033044,Motor regression,HP:0002376,201705,17,2,Motor regression,HP:0007140,0
HP:0006573,Acute hepatic steatosis,HP:0001397,201283,2,2,Hepatic steatosis,HP:0001397,0
HP:0000751,Personality changes,HP:0031466,200437,47,4,Personality changes,HP:0000751,1
HP:0034434,Abnormal communication,HP:0025792,200183,0,0,Abnormality of communication,HP:0002160,0
HP:0033533,Increased cardiac output,HP:0033528,199463,0,0,no appropriate match,HP:0000000,0
HP:0040318,Red urine,HP:0012086,199208,4,1,Hematuria,HP:0000790,0
HP:0025618,Reduced plasma cell count,HP:0025617,199031,0,0,Decreased circulating plasma cell number,HP:0010951,0
HP:0012444,Brain atrophy,HP:0007367|HP:0012443,199023,125,7,Cerebral atrophy,HP:0100294,0
HP:0012664,Reduced left ventricular ejection fraction,HP:0034314|HP:0025169,198900,56,3,Decreased left ventricular ejection fraction,HP:0003704,0
HP:0031406,Abnormal cytokine signaling,HP:0011111,198816,1,0,Abnormality of cytokine secretion,HP:0034103,0
HP:0001892,Abnormal bleeding,HP:0001871,198259,154,4,Abnormal bleeding,HP:0012531,0
HP:0410320,Animal protein allergy,HP:0012393,198183,0,0,Allergy to food,HP:0012828,0
HP:0400004,Long ear,HP:0000377,197892,7,1,Long ear,HP:0000400,0
HP:0012443,Abnormal brain morphology,HP:0002011,197199,37,13,Abnormality of the brain,HP:0000238,0
HP:0041079,Decreased body fat percentage,HP:0001507,197197,1,0,Decreased body fat,HP:0003730,0
HP:0040270,Impaired glucose tolerance,HP:0001952,197157,19,0,Impaired glucose tolerance,HP:0001952,0
HP:0001324,Muscle weakness,HP:0011804,197074,529,12,Muscular weakness,HP:0001324,1
HP:0040015,Increased activity of mitochondrial respiratory chain,HP:0011922,196819,0,1,no appropriate match,HP:0000000,0
HP:0033466,Weak grip,HP:0030237,196743,1,1,Weak hand grip,HP:0004302,0
HP:6000410,Small intestine mass,HP:0002244,196489,0,0,Intestinal neoplasm,HP:0100741,0
HP:0033770,Gastric adenocarcinoma,HP:0006753,196362,2,0,Gastric adenocarcinoma,HP:0012126,0
HP:0040223,Pulmonary hemorrhage,HP:0002088|HP:0011029,196209,12,0,Pulmonary hemorrhage,HP:0002105,0
HP:0002605,Hepatic necrosis,HP:0410042,195508,6,3,Liver necrosis,HP:0001404,0
HP:0033334,Abnormal embryonic development,HP:0001197,195246,0,0,Abnormal embryogenesis,HP:0011842,0
HP:0009726,Renal neoplasm,HP:0000077|HP:0010786,195095,13,1,Renal neoplasm,HP:0009726,1
HP:0011998,Postprandial hyperglycemia,HP:0003074,195068,12,1,Postprandial hyperglycemia,HP:0001959,0
HP:0000721,Lack of spontaneous play,HP:5200104,195008,10,1,Lack of spontaneous play,HP:0000736,0
HP:0031052,Elevated vascular endothelial growth factor level,HP:0003117,194656,2,0,Increased circulating VEGF level,HP:0031800,0
HP:0002960,Autoimmunity,HP:0010978,194238,154,6,Autoimmune disease,HP:0002725,0
HP:0002894,Neoplasm of the pancreas,HP:0034930|HP:0001732,193597,31,1,Pancreatic neoplasm,HP:0002894,1
HP:0025499,Class I obesity,HP:0001513,192623,0,1,Obesity,HP:0001513,0
HP:0100615,Ovarian neoplasm,HP:0010785|HP:0000137,192137,29,0,Ovarian neoplasm,HP:0100615,1
HP:0430030,Positive infectious agent test,HP:0001939,191332,0,0,no appropriate match,HP:0000000,0
HP:0002758,Osteoarthritis,HP:0001369,191191,73,6,Osteoarthritis,HP:0002758,1
HP:0002505,Loss of ambulation,HP:0002540,191091,135,3,Loss of independent ambulation,HP:0002121,0
HP:0012102,Abnormal mitochondrial number,HP:0008322,190638,0,0,Abnormal number of mitochondria,HP:0012130,0
HP:0004972,Elevated mean arterial pressure,HP:0032263,190631,1,2,Hypertension,HP:0000822,0
HP:0200026,Ocular pain,HP:0046506|HP:0012373,189971,33,0,Eye pain,HP:0012379,0
HP:0002862,Bladder carcinoma,HP:0009725,189930,3,2,Bladder carcinoma,HP:0002861,0
HP:0040241,Increased RIPA,HP:0030402,189553,0,1,Increased platelet aggregation,HP:0003542,0
HP:0033677,Acute respiratory distress syndrome,HP:0004887,189248,3,1,Acute respiratory distress syndrome,HP:0033767,0
HP:0033755,Increased left ventricular end-diastolic volume,HP:0033754,189197,24,0,Increased left ventricular end-diastolic volume,HP:0005110,0
HP:0000713,Agitation,HP:5200263,189166,70,3,Agitation,HP:0000713,1
HP:0012508,Metamorphopsia,HP:0000504,188897,12,0,Metamorphopsia,HP:0030580,0
HP:0012338,Abnormal energy expenditure,HP:0012337,188586,0,0,Abnormal energy expenditure,HP:0012378,0
HP:0005110,Atrial fibrillation,HP:0001692,188190,79,5,Atrial fibrillation,HP:0005110,1
HP:0004757,Paroxysmal atrial fibrillation,HP:0005110,188190,25,2,Atrial fibrillation,HP:0005110,0
HP:0000365,Hearing impairment,HP:0000364,188154,870,42,Hearing impairment,HP:0000365,1
HP:0012047,Hemeralopia,HP:0000504,187427,12,3,Day blindness,HP:0011513,0
HP:0030866,Large knee,HP:0034669,185738,4,2,Knee hyperplasia,HP:0009735,0
HP:0011005,Mixed cirrhosis,HP:0001394,185632,0,0,Cirrhosis,HP:0001394,0
HP:0000963,Thin skin,HP:0008065,185592,100,0,Thin skin,HP:0000963,1
HP:0004313,Decreased circulating antibody concentration,HP:0010701,185161,110,4,Decreased circulating antibody level,HP:0004313,1
HP:0033532,Decreased cardiac output,HP:0033528,185105,0,0,Decreased cardiac output,HP:0004305,0
HP:0025214,Triggered by heat,HP:0025204,184748,0,0,no appropriate match,HP:0000000,0
HP:0007335,Recurrent encephalopathy,HP:0001298,184442,1,0,Recurrent encephalopathy,HP:0006886,0
HP:6000089,Brown tumor,HP:0011842,183972,0,0,Brown tumor,HP:0030350,0
HP:0003470,Paralysis,HP:0011442,183910,45,0,Paralysis,HP:0003470,1
HP:0006385,Short lower limbs,HP:0009816,183886,16,0,Short lower limbs,HP:0006385,1
HP:0012191,B-cell lymphoma,HP:0012539,183224,22,0,B-cell lymphoma,HP:0002735,0
HP:4000045,Spiral fracture,HP:4000042,181689,0,0,Spiral fracture,HP:0000189,0
HP:0006543,Cardiorespiratory arrest,HP:0005943,180706,19,1,Cardiac arrest,HP:0001695,0
HP:0000939,Osteoporosis,HP:0004349,180658,258,2,Osteoporosis,HP:0000938,0
HP:0012398,Peripheral edema,HP:0000969,180368,18,0,Edema,HP:0000969,0
HP:0009800,Maternal diabetes,HP:0002686,180311,33,3,Maternal diabetes,HP:0011015,0
HP:0045089,Distinctive finding,HP:0045088,179149,0,5,no appropriate match,HP:0000000,0
HP:0002181,Cerebral edema,HP:0002060|HP:0000969,178804,41,9,Cerebral edema,HP:0002181,1
HP:0430133,Tobacco use history,HP:4000110,178752,0,0,no appropriate match,HP:0000000,0
HP:0033630,Brain fog,HP:0100543,178502,2,0,Cognitive impairment,HP:0100543,0
HP:4000050,Open fracture,HP:4000042,178080,0,0,Open fracture,HP:0000217,0
HP:0001270,Motor delay,HP:0012758,178007,792,41,Motor delay,HP:0001270,1
HP:0025722,Cerebral infarct,HP:0002060,177676,2,0,Cerebral infarction,HP:0002140,0
HP:0000709,Psychosis,HP:5200430,177505,122,8,Psychosis,HP:0000709,1
HP:0031861,Decreased heart rate variability,HP:0031860,177489,4,0,Decreased heart rate variability,HP:0031950,0
HP:0030839,Knee pain,HP:0012514,177361,24,0,Knee pain,HP:0012531,0
HP:0002890,Thyroid carcinoma,HP:0100031,177317,18,2,Thyroid carcinoma,HP:0002890,1
HP:0033198,Triggered by viral infection,HP:0033184,176490,0,0,no appropriate match,HP:0000000,0
HP:0004808,Acute myeloid leukemia,HP:0002488,176362,36,6,Acute myeloid leukemia,HP:0004808,1
HP:0020060,Decreased red blood cell count,HP:0020058,176136,0,0,Anemia,HP:0001903,0
HP:0033429,Neuroinflammation,HP:0012649,175785,0,1,Neuroinflammation,HP:0100728,0
HP:0005387,Combined immunodeficiency,HP:0002721,175593,19,1,Combined immunodeficiency,HP:0005387,1
